"Date","Price","Open","High","Low","Vol.","Change %"
"10/06/2019","168.26","166.98","169.56","164.80","706.73M","0.77%"
"09/29/2019","166.98","166.67","168.23","161.54","769.39M","0.19%"
"09/22/2019","166.67","170.66","170.84","165.37","793.95M","-2.34%"
"09/15/2019","170.66","172.31","172.44","169.60","908.41M","-0.96%"
"09/08/2019","172.31","169.82","173.07","169.01","998.22M","1.47%"
"09/01/2019","169.82","166.58","170.30","164.28","600.59M","1.95%"
"08/25/2019","166.58","161.06","167.47","161.06","701.26M","3.43%"
"08/18/2019","161.06","164.35","167.34","160.59","716.00M","-2.00%"
"08/11/2019","164.35","165.94","168.06","161.14","840.60M","-0.96%"
"08/04/2019","165.94","167.01","167.30","160.52","987.99M","-0.64%"
"07/28/2019","167.01","173.05","173.05","166.03","934.93M","-3.49%"
"07/21/2019","173.05","165.51","173.42","164.84","998.22M","4.56%"
"07/14/2019","165.51","170.73","171.26","165.50","780.39M","-3.06%"
"07/07/2019","170.73","168.73","170.79","166.00","708.17M","1.19%"
"06/30/2019","168.73","164.23","168.99","164.23","535.21M","2.74%"
"06/23/2019","164.23","165.57","166.19","161.90","868.28M","-0.81%"
"06/16/2019","165.57","161.19","165.94","161.19","937.15M","2.72%"
"06/09/2019","161.19","158.98","161.57","158.27","","1.39%"
"06/02/2019","158.98","157.52","159.44","151.78","","0.93%"
"05/26/2019","157.52","162.38","164.34","157.38","","-2.99%"
"05/19/2019","162.38","164.76","165.20","161.38","","-1.44%"
"05/12/2019","164.76","164.33","166.43","159.66","","0.26%"
"05/05/2019","164.33","167.45","167.45","161.44","","-1.86%"
"04/28/2019","167.45","170.44","172.27","164.29","","-1.75%"
"04/21/2019","170.44","165.97","170.44","165.61","","2.69%"
"04/14/2019","165.97","164.85","166.23","163.83","","0.68%"
"04/07/2019","164.85","162.33","164.85","161.20","","1.55%"
"03/31/2019","162.33","157.68","162.64","157.68","","2.95%"
"03/24/2019","157.68","158.47","159.99","156.36","","-0.50%"
"03/17/2019","158.47","158.56","160.71","156.70","","-0.06%"
"03/10/2019","158.56","154.99","159.77","154.99","","2.30%"
"03/03/2019","154.99","155.20","156.89","153.41","","-0.14%"
"02/24/2019","155.20","154.28","155.33","152.90","","0.60%"
"02/17/2019","154.28","153.28","154.33","152.08","","0.65%"
"02/10/2019","153.28","151.73","153.60","150.63","","1.02%"
"02/03/2019","151.73","152.23","155.22","149.71","","-0.33%"
"01/27/2019","152.23","148.72","153.53","144.71","","2.36%"
"01/20/2019","148.72","149.76","149.76","145.75","","-0.69%"
"01/13/2019","149.76","147.07","150.75","145.40","","1.83%"
"01/06/2019","147.07","144.11","147.73","143.72","","2.05%"
"12/30/2018","144.11","138.39","144.22","136.70","","4.13%"
"12/23/2018","138.39","133.59","140.48","130.82","","3.59%"
"12/16/2018","133.59","144.43","145.19","132.57","","-7.51%"
"12/09/2018","144.43","143.70","148.00","142.03","","0.51%"
"12/02/2018","143.70","149.86","151.94","142.72","","-4.11%"
"11/25/2018","149.86","142.03","149.90","142.03","","5.51%"
"11/18/2018","142.03","147.98","147.98","140.81","","-4.02%"
"11/11/2018","147.98","149.57","149.57","145.74","","-1.06%"
"11/04/2018","149.57","149.86","153.29","148.14","","-0.19%"
"10/28/2018","149.86","146.55","152.49","141.58","","2.26%"
"10/21/2018","146.55","153.20","154.43","144.49","","-4.34%"
"10/14/2018","153.20","152.11","156.23","150.99","","0.72%"
"10/07/2018","152.11","156.96","157.84","147.57","","-3.09%"
"09/30/2018","156.96","160.55","161.70","155.91","","-2.24%"
"09/23/2018","160.55","158.86","162.31","157.35","","1.06%"
"09/16/2018","158.86","158.55","160.20","155.85","","0.20%"
"09/09/2018","158.55","154.10","159.81","154.10","","2.89%"
"09/02/2018","154.10","153.99","155.19","151.24","","0.07%"
"08/26/2018","153.99","156.61","157.90","153.13","","-1.67%"
"08/19/2018","156.61","157.77","159.45","155.35","","-0.74%"
"08/12/2018","157.77","152.21","158.70","151.87","","3.65%"
"08/05/2018","152.21","151.16","153.68","150.09","","0.69%"
"07/29/2018","151.16","147.88","151.65","147.88","","2.22%"
"07/22/2018","147.88","146.20","148.75","144.13","","1.15%"
"07/15/2018","146.20","148.94","150.59","146.14","","-1.84%"
"07/08/2018","148.94","151.33","151.33","147.92","","-1.58%"
"07/01/2018","151.33","148.12","151.71","147.01","","2.17%"
